######################################
# Bloody Rally Show translations file 
# Locale: Dutch
# Translator: Danny Houtworm
# Contact: Translations@Houtworm.net
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicolas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Bert Bruut
msg.uploaded_score,Ranglijst successvol bijgewerkt ({0}/10 API roepingen / 10 min)<br>{1}
msg.upload_fail,Kon de Ranglijsten niet bijwerken, probeert opnieuw in {2}s ({0}/10 API roepingen / 10 min)<br>{1}

load.downloading_score,Ophalen van de volgende beste prestatie
load.downloading_ghost_car,ophalen van Spook gegevens
load.launching_battle,Auto Gevecht wordt gestart
load.launching_race,Race wordt gestart
load.starting_race,Motors Starten
load.checking_mods,Geabboneerde mods nakijken
load.downloading_mod,Downloaden Mod: {0} ({1}/{2} bytes)
load.loaded_mod,Mod ingeladen: {0}
load.screenshotting,Nemen van Foto Circuit
load.gen_rand,Genereren Willekeurig Circuit
load.track,Circuit Laden
load.flushing_stats,Statistieken herladen
load.flushing_stats_progress,Statistieken herladen ({0} resterend)
load.exiting,Afsluitende
load.insults,Laden van willekeurige scheldwoorden
load.avatars,Laden van profielfotos
load.avatar_custom,Laden aangepaste profielfotos: {0}
load.cars,Laden Autos
load.workshop_car_tex,Laden van Workshop Autos Textuur: {0}/{1}
load.car_tex,Laden Auto Textuur: {0}/{1}
load.paint_job,Laden Lakwerk: {0}
load.track_campaign,Laden Campagne Circuits: {0}
load.custom_tracks,Laden Aangepaste Circuit Bestanden
load.workshop_track,Laden Workshop Circuit: {0}
load.workshop_track_missing,Workshop Circuit {0} is misende, Deabboneren
load.workshop_car,Laden Workshop auto: {0}
load.custom_track,Laden aangepast Circuit: {0}
load.track_x,Laden Circuit: {0}
load.steam_avatar,Laden Steam Profielfoto: {0}
load.scene,Laden {0}

scene.race_setup,Race Instellingen
scene.race,Race
scene.main_menu,Hoofdmenu
scene.track_editor,Circuit Editor
scene.car_editor,Auto Editor
scene.campaign,Campagne
scene.kickstart,Initiele

weapon.ped_cannon,Voetganger Kannon
weapon.m2,M2
weapon.saw,Zaag
weapon.nitro_refill,Bijvullen Lachgas
weapon.shield,Krachtveld
# Tribute to Mad Max, maybe it's possible to keep the reference?
weapon.mad_fax,Gekke Printer
# It is a robotic steel hedgehog that is rigged with explosives
weapon.homing_hedgehog,Robotegel
weapon.wrench,Moersleutel
weapon.nailgun,Nietpistool
# Tribute to Quake
weapon.railgun,Railgun
weapon.wrecking_ball,Sloopkogel
weapon.grappling_hook,Grijphaak

# TUTORIALS 
# Watch out for the <br>, these are new lines. They must not be removed!

tut.basic_driving.head,Rijden met een auto
tut.basic_driving.1,- Houd {Action.Accelerate} ingedrukt om te accelereren<br>- Gebruik {Action.Steer} om te sturen<br>- Als je een controller gebruikt kan je gas en sturen doseren.<br>- Besturen is een stuk makkelijker met een controller!
tut.basic_driving.2,- Anticipeer de bochten zo vroeg mogelijk<br>- Start met remmen voor scherpe bochten<br>- Gebruik {Action.Brake} om te remmen<br>- Het loslaten van {Action.Accelerate} zal je snelheid ook verminderen
tut.basic_driving.3,- Als je ziet dat je gaat overschieten, gebruik dan de handrem<br>- Druk op {Action.Handbrake} om de handrem te gebruiken

tut.camera.head,Camera Controls
tut.camera.1,- Er zijn verschillende camera afstanden en rotatie modussen beschikbaar om uit te kiezen<br>- Druk op {Action.Zoom} Om door de afstand niveaus te bladeren<br>- Met ver zie je je auto altij van heel hoog, maar wolken kunnen je zicht verminderen
tut.camera.2,- Dichtbij geeft je een close up zicht van je auto<br>- Het kan heel uitdagend zijn om te rijden omdat je niet veel van de weg voor je ziet<br>- Je kan de mini kaart gebruiken om bochten te anticiperen
tut.camera.3,- Druk op {Action.Camera} om de camera rotatie modi te wisselen<br>- Fixeer Weg camera zal helemaal niet roteren
tut.camera.4,- Fixeer Auto camera zal de rotatie vastzetten aan je auto<br>- Zwevende camera zit tussen Fixeer Auto en Fixeer Weg in <br>- Vind de camera stand die jij het prettigst vindt
tut.camera.5,- Je kan naar "Instellingen" > "Spel" om de standaard camera instellingen aan te passen<br>- Pas "Camera Schudden" aan als je dit wil verminderen

tut.camp.add_racer.head,Racers Beheren
tut.camp.add_racer.1,- Je kan kiezen wie deze racer bestuurt, Mens of CPU<br>- Je kunt tot 4 spelers spelen in splitscherm<br>- Je kan de profielfoto aanpassen en zelfs eigen afbeeldingen inladen van je computer

tut.camp.advance.head,Campagne voortzetten
tut.camp.advance.1,- Gefeliciteerd, je hebt je eerste week overleefdk<br>- Wanneer je klaar bent om verder te gaan klik je op de Volgende Week knop<br>- Een nieuwe week zal worden gegenereerd

tut.camp.car_unlock.head,Nieuwe Auto beschikbaar
tut.camp.car_unlock.1,- Je hebt een betere auto vrijgespeeld die je kan betalen!<br>- Ga naar de garage om hem te vinden
tut.camp.car_unlock.2,- Kies de best beschikbare auto die je kan kopen<br>- Druk op de Koop knop om hem te kopen<br><br>- Je kan de auto ook nog gratis verfen voor je aankoop

tut.camp.first_car.head,Je Eerste Auto
tut.camp.first_car.1,- Je hebt geen auto, maar je hebt wel wat geld<br>- druk op "Koop een Auto" om de garage te bezoeken

tut.camp.first_race.head,Eerste Race
tut.camp.first_race.1,- Tijd voor je eerste race!<br>- Druk op de evenementskaart om te beginnen<br>- Als je een Genereren melding ziet dan is er een groep hoog getrainde apen bezig om circuits voor je te maken. Wacht tot je ziet dat de melding weg is voordat je een race probeert te starten.

tut.camp.garage.head,Garage
tut.camp.garage.1,- De enige auto die je je momenteel kan veroorloven is de Lionard 125<br>- Nieuwe autos zullen vrijspelen naarmate je hogere Niveaus bereikt
tut.camp.garage.2,- Je kunt de auto gratis verfen voordat je hem koopt<br>- Na de aankoop kost een nieuwe laklaag wat geld

tut.camp.racer_setup.head,Maak je Racer
tut.camp.racer_setup.1,- Kies een profielfoto voor je racer. Je kan een aangepaste foto gebruiken van je computer.<br>- Voer je naam in of klik op Willekeurig om 1 te genereren<br>- Kies de toon van je stem (Heeft invloed om stemmetjes in de filmpjes)<br>- Daarna klik je op Registreer

tut.camp.season_lineup.head,Seizoensopstelling
tut.camp.season_lineup.1,- Hier kan je de seizoensopstelling aanpassen en een splitscherm Campagne opzetten<br>- Druk op Bewerk om racers hun naam, foto, moeilijkheidsgraad en meer aan te passen<br>- Druk op het kruisje om een racer te verwijderen. Racer aantal is voorbedacht, dus verwijderde racers worden vervangen met nieuwe!

tut.camp.stage_rewards.head,Evenement Beloning
tut.camp.stage_rewards.1,- Na de race ga je wat prijsgeld winnen voor je acties<br>- Gekleurde beloningen hebben extra waarde
tut.camp.stage_rewards.2,- Standaard worden alleen speler beloningen weergeven<br>- Druk op Alle Racers om te zien wat alle individuele racers hebben gekregen

tut.camp.car_upgrades.head,Auto Opvoeren
tut.camp.car_upgrades.1,- Je hebt een verbetering voor je auto vrijgespeelt<br>- Klik op het onderdeel icoon om het opvoer menu te openen<br>- Opvoerbare onderdelen hebben een klein pijltje omhoog naast het icoon
tut.camp.car_upgrades.2,- Klik op de prijs knop om de auto op te voeren<br>- Meer verbeteringen zullen vrijspelen naarmate je hogere niveaus behaalt

tut.car_damage.head,Auto Schade
tut.car_damage.1,- Ziet er naar uit dat je wat serieuze schade hebt opgelopen<br>- Houd een oogje op de Schadebalk rechtsboven in het scherm<br>- Je kan de schade repareren met een Moersleutel powerup in races met wapens of Auto Gevecht
tut.car_damage.2,- Beschadigde autos verliezen topsnelheid<br>- Beschadigde autos lekken ook olie

tut.car_reset.head,Je Auto Herplaatsen
tut.car_reset.1,- Ben je vast komen te zitten? We hebben het voor je geregeld!<br>- Houd {Action.Brake} ingedrukt, Op deze manier ga je achteruit<br>- Druk op {Action.ResetCar} om je auto terug op het circuit te plaatsen

tut.corner_cut.head,Afsnijdmaatregels
tut.corner_cut.1,- Ziet eruit dat je net hebt afgesneden!<br>- Afhankelijk hoe de scheids zich voelt kun je vergeven worden, Maar ook gestraft worden<br>- Lichte overtreding is een tijdelijke vertraging<br>- Bij zware overtredingen wordt de auto terug geplaatst<br>- Hoe veel afsnijden wordt toegestaan is afhankelijk van de spelmodus en de moeilijkheidsgraad

tut.custom_race_dash.head,Aangepaste Race Menu
tut.custom_race_dash.1,- Welkom bij Aangepaste Race. Het lijkt misschien wat ontmoedigend, dus hier is wat hulp<br>- Als je met je vrienden wil spelen, druk op de speler toevoegen knop<br>- Je kan ook CPU racers toevoegen op deze manier
tut.custom_race_dash.2,- Om snel willekeurige CPU tegenstanders toe te voegen, gebruik de "+1" en "+10" knoppen<br>- Je kan een race tegen een hele hoop mensen doen!<br>- Om alle racers behalve jezelf te verwijderen druk dan op "0"
tut.custom_race_dash.3,- Anders dan Campagne modus, hier kan je gewoon kiezen welke verbeteringen je wil op je auto<br>- Druk op het onderdeel om door de verbetering niveaus te bladeren<br>- Je kan individuele verbeteringen aanpassen voor elke racer
tut.custom_race_dash.4,- Er zijn sommige spel modi waar je tussen kunt kiezen<br> - "Race" is een normale race tegen andere spelers<br>- "Tijdsaanval" is om goede tijden neer te zetten in de Ranglijsten<br>- In "Auto Gevecht" heb je een tijdslimiet en wapens, je moeft niet op een circuit te rijden.
tut.custom_race_dash.5,- Selecteer een circuit waar je op wil racen<br>- Je kan ook een uniek circuit genereren<br>- Verkrijg meer circuits in de Steam Workshop of maak je eigen in de Circuiteditor
tut.custom_race_dash.6,- Nadat je de aangepaste race helemaal hebt ingesteld klik je op de rode knop in de linkeronderhoek om het evenement te beginnen

tut.time_attack.head,Aangepaste Race: Tijdsaanval
tut.time_attack.1,- In "Tijdsaanval" modus  zijn alle auto verbeteringen vastgezet op niveau 1
tut.time_attack.2,- Om de Ranglijsten te zien klik je op "Ranglijst" in de bovenste balk<br>- CPU deelnemers zijn niet beschikbaar in "Tijdsaanval" modus<br>- Je kan wel splitscherm spelen met andere mensen

tut.drift.head,Driften
tut.drift.1,- Je hebt zojuist een mooie drift gemaakt<br>- Driften is de kunst van zijwaards gaan met je auto<br>- gecontroleerd driften is beloont met Lachgas en geld in Campagnes<br>- Driften telt niet als je naast de baan rijd
tut.drift.2,- Verschillende autos driften ook heel anders<br>- Verschillende oppervlaktes en weersomstandigheden hebben allemaal invloed op de drift eigenschappen<br>- Het opvoeren van je auto heeft effect op het driften

tut.paint.head,Autos Lakken
tut.paint.1,- Verander de hoofdkleur van je auto met Basisleur<br>- Je kan 2 verflagen instellen<br>- Druk op verflaag om een ander patroon te kiezen<br>- Je kan zelf gemaakte verflaag afbeeldingen gebruiken

tut.nitro.head,Lachgas
tut.nitro.1,- De rode Lachgas balk laat je resterende Lachgas zien<br>- Druk op en houd {Action.Nitro} ingedrukt om de lachgas in je motor te spuiten en sneller te gaan<br>- Hoe langer het brand hoe efficienter het wordt
tut.nitro.2,- Lachgas vult aan wanneer je voetgangers, dixies of sneeuwpoppen aanrijd<br>- Lachgas vult ook bij wanneer je drift<br>- Je zult ook geld krijgen voor lachgas wat je niet hebt gebruikt

tut.oil.head,Olie Vlekken
tut.oil.1,- Je reed net over een Olie Vlek<br>- Olie maakt je banden extreem glad<br>- Geen zorgen, Ze zijn zo weer schoon

tut.ped.head,Voetganger Modus
tut.ped.1,- Je bent ongelukkig genoeg om als voetganger mee te doen aan dit evenement<br>- Gebruik {Action.Walk} om te lopen<br>- Draai met {Action.Turn}
tut.ped.2,- Wanneer je dicht bij autos bent druk dan op {Action.Take Photo} om een foto te maken<br>- Fotos worden beloond met geld<br>- Beloning hangt af van aantal autos in het schot en hun afstand van jouw
tut.ped.3,- Wees voorzichtig, of je kan geraakt worden door een auto<br>- Medische kosten zijn torenhoog en als je niet genoeg geld hebt dan is het afgelopen voor jouw

tut.nitro_refill.head,Powerup: Lachgas Bijvuller
tut.nitro_refill.1,- Je hebt zojuist een Lachgas Bijvuller gekregen!<br>- Het is een powerup die heel snel je lachgas bijvult terwijl je aan het rijden bent<br>- Wanneer je deze powerup krijgt is het wijs om {Action.Nitro} ingedrukt te houden om de lachgas te verbranden terwijl die blijft bijvullen

tut.wrench.head,Powerup: Moersleutel
tut.wrench.1,- Je hebt zojuist een Moersleutel gekregen!<br>- De Moersleutel powerup repareert je auto terwijl je rijd<br>- Er zijn 3 verschillende moersleutels die je kan krijgen
tut.wrench.2,- Koperen sleutels repareren een klein beetje schade<br>- Zilveren sleutels repareren een redelijke hoeveelheid schade<br>- Gouden sleutels repareren heel veel schade

tut.race_end.head,De Race Eindigen
tut.race_end.1,- Goed gedaan, Het ziet er naar uit dat je niet laatste was!<br>- Andere racers hebben nu nog 30 seconden om de eindstreep te bereiken<br>- Druk een paar keer op "Versnellen" om de tijd tot 5 keer sneller te laten gaan
tut.race_end.2,- Nadat de 30 seconden voorbij zijn zal de Einde Race knop verschijnen<br>- Het is aan jouw of je terug wil naar het week overzicht voordat alle racers de eindstreep hebben gehaald

tut.car_battle.head,Auto Gevecht
tut.car_battle.1,- Welkom bij Auto Gevecht<br>- Jouw doel is om zoveel mogelijk tegenstanders te doden<br>- Ram anderen om schade te veroorzaken<br>- Gebruik wapens om nog veel meer schade te veroorzaken
tut.car_battle.2,- Verkrijg Wapens en Powerups in de verschillende Wapen Zones<br>- Je kunt ze zien op je mini kaart
tut.car_battle.3,- Nadat een wapen of powerup is opgepakt zal deze zone niks meer geven tot de timer is afgelopen<br>- Zodra de timer is afgelopen is er weer een ander wapen of powerup beschikbaar
tut.car_battle.4,- Auto Gevechten eindigen wanneer de tijd is afgelopen<br>- De winnaar is degene die de meeste autos heeft vernietigd en de meeste schaded heeft aangericht

tut.regular_race.head,Normale Race
tut.regular_race.1,- In normale races is het doel om als eerste over de eindstreep te komen<br>- Houd {Action.Nitro} ingedrukt om Lachgas te verbranden voor wat extra snelheid<br>- Raak voetgangers om lachgas bij te vullen<br>- Wees zeker dat je geen bochten afsnijd om straffen te voorkomen

tut.time_attack2.head,Tijdsaanval
tut.time_attack2.1,- In Tijdsaanval modus kan je proberen om de beste rondetijden neer te zetten<br>- Als andere spelers Ranglijst toevoegingen hebben voor deze baan kan je tegen hun spook proberen te racen<br>- Jouw eigen spook wordt ook opgenomen en gedeeld met je Ranglijst positie

tut.race_weap.head,Race Met Wapens
tut.race_weap.1,- Je staat op het punt om een race met wapens en powerups te starten<br>- Deze races kunnen echt krankzinnig worden!<br>- Wanneer je een nieuwe campagne start kun je er voor kiezen om deze uit te schakelen
tut.race_weap.2,- Wanneer je een wapen of een powerup krijgt verschijnt er een balk, Dit laat zien hoelang je wapen of powerup nog effect heeft<br>- Wanneer je een wapen krijgt die je nog niet eerder hebt gehad kan er een hintscherm tevoorschijn komen
tut.race_weap.3,- Er zijn verschillende Wapen controlepunten verspreid over het circuit<br>- Deze controlepunten verandert van kleur over tijd<br>- Rode controlepunten geven je een wapen
tut.race_weap.4,- Groene controlepunten geven je een powerup<br>- Als je over een wapen zone rijd terwijl je een wapen of powerup beet hebt gebeurt er niks<br>- Druk op {Action.DropWeapon} om je huidige wapen of powerup te laten vallen

tut.ramps.head,Schansen en Sprongen
tut.ramps.1,- Je bent zojuist gelanceerd door een Schans!<br>- Normale houden schansen laten je springen
tut.ramps.2,- Superschansen laten je ook springen, maar deze geven je ook nog een zetje mee!<br>- Schansen garanderen geen schone landing<br>- Je kan schansen verplatsen door ze te drukken en draaien en ze extra vervelend neer te zetten voor je tegenstanders<br>- Sprongen worden bijgehouden in de Ranglijsten, Maar alleen in Campagne modus!

tut.track_ed.obj_place.head,Circuiteditor: Objecten Plaatsen
tut.track_ed.obj_place.1,- Klik eenmal op {Action.PlaceObject} om een object te plaatsen<br>- Houd {Action.PlaceObject} ingedrukt en sleep om een rij met objecten te plaatsen<br>- Gebruik {Action.RotateObject} om objecten te roteren voor het plaatsen

tut.m2.head,Weapon: M2
tut.m2.1,- Je hebt zojuist een M2 gekregen!<br>- De M2 is een krachtig projectiel gebaseert wapen<br>- Houd {Action.Fire} ingedrukt om te vuren naar je tegenstanders<br>- Als je het wapen niet leuk vind kan je hem altijd laten vallen met {Action.DropWeapon}

tut.mad_fax.head,Weapon: Gekke Printer
tut.mad_fax.1,- Je hebt zojuist een Gekke printer gekregen<br>- Druk op {Action.Fire} om een stapel flyers te printen in het pad van je tegenstanders<br>- De flyers zullen aan de voorruiten blijven plakken wat hun zicht beperkt<br>- Autos met meer flyers op de voorruit worden moeilijker en moeilijker om te besturen<br>- Als je een wapen niet prettig vind kan je hem altijd laten vallen met {Action.DropWeapon}

tut.nailgun.head,Weapon: Nietpistool
tut.nailgun.1,- Je hebt zojuist een nietpistool gekregen!<br>- Een Nietpistool is een gemiddeld projectiel gebaseert wapen met een goede zet<br>- Druk op {Action.Fire} om de tegenstanders voor je te beschieten<br>- Als je een wapen niet prettig vind kan je deze altijd laten vallen met {Action.DropWeapon}

tut.ped_cannon.head,Weapon: Voetganger Kannon
tut.ped_cannon.1,- Je hebt zojuist een voetganger kannon gekregen!<br>- Het kannon is al voorgeladen met een exploderende voetganger<br>- Druk op {Action.Fire} om de voetganger naar je tegenstanders te schieten
tut.ped_cannon.2,- Rijd over een voetganger (dood of levend) om het kannon te herladen<br>- Of wacht 10 secondedn tot een voetganger kogel wordt gekloont en het kannon zichzelf herlaad<br>- Als je een wapen niet prettig vind kan je deze altijd laten vallen met {Action.DropWeapon}

tut.railgun.head,Weapon: Railgun
tut.railgun.1,- Je hebt zojuist een Railgun gekregen!<br>- De Railgun is een langzaam maar extreem krachtig projectiel wapen<br>- Druk op {Action.Fire} om de tegenstanders voor je te raken<br>- Als je een wapen niet prettig vind kan je deze altijd laten vallen met {Action.DropWeapon}

tut.saw.head,Weapon: Zaag
tut.saw.1,- Je hebt zojuist een zaag gekregen!<br>- Het is een contact wapen, Probeer je tegenstanders aan te raken met het zaagblad<br>- De zaag kan op dee voor of achterkant van je auto verschijnen<br>- Kijk uit, Het extra gewichtt heeft invloed op het rijgedrag <br>- Als je een wapen niet prettig vind kan je deze altijd laten vallen met {Action.DropWeapon}

tut.shield.head,Weapon: Krachtveld
tut.shield.1,- Je hebt zojuist een Krachtveld gekregen!<br>- Het drukt alles om je heen uit de weg<br>- Het weerkaatst zelfs kogels<br>- Als je een wapen niet prettig vind kan je deze altijd laten vallen met {Action.DropWeapon}

tut.spikes.head,Weapon: Robotegel
tut.spikes.1,- Je hebt zojuist een Robotegel gekregen!<br>- Het is een Doelzoekende Exploderende Robotegel die chaos veroorzaakt<br>- Druk op {Action.Fire} Om de Robotegel los te laten
tut.spikes.2,- Wanneer losgelaten zal de Doelzoekende Bom de dichtsbijzijnde tegenstander als een doelwit kiezen<br>- Het zal de tegenstander jagen en rammen tot de Robotegel geen energie meer heeft<br>- De Robotegel zal exploderen wanneer deze in contact komt met een object of tegenstander

tut.wreck_ball.head,Wapon: Sloopkogel
tut.wreck_ball.1,- Je hebt zojuist een Sloopkogel gekregen!<br>- Laten we zeggen dat het niet het beste wapen is dat je kunt krijgen<br>- Hij is erg handig in een Auto Gevecht, maar niet zo in een race 
tut.wreck_ball.2,- Als je een Sloopkogel aan je auto vast hebt zitten heeft dat extreme effecten op het rijgedrag<br>- Als je niet zo van je wapen houd kan je hem altijd laten vallen met {Action.DropWeapon}

msg.director_warning.1,Directeur Nicolas Mooiland doet ook mee blijkbaar...
msg.director_warning.2,Er is een psychopaat op het circuit, en hij is niet aan het racen!
msg.director_warning.3,Kijk uit voor de Directeur, hij heeft een wapen!
msg.director_warning.4,Oh Oh, De Directeur zit weer in zijn auto!
msg.director_warning.5,Directeur Nicolas Zichzelf doet mee aan de race!

msg.chopper_warning.1,Bert Bruut is in een slecht humeur. Kijk uit voor de helikopter!
msg.chopper_warning.2,Mensen kijken naar die helikopter met angst in hun ogen...
msg.chopper_warning.3,Vermijd de helikopter, blijkbaar heeft die en wapen!
msg.chopper_warning.4,Bert Bruut verveelt zich vandaag, kijk uit voor de helikopter!
msg.chopper_warning.5,Erg oneerlijk, maar Bert Bruut vliegt rond met een wapen!
msg.chopper_warning.6,Wees voorzichtig, Bert Bruut is heeft een woedeaanval!
msg.chopper_warning.7,Bert Bruut lijkt wel graag te schieten vandaag!
msg.chopper_warning.8,Kijk uit voor die kwaadaardige psychopaat in de lucht!

msg.tip.ped.ff,Hint: Houd {Action.FastForward} ingedrukt om de tijd te versnellen
msg.tip.ped.photo,Hint: Drop op {Action.Take Photo} om een foto te maken
msg.tips.disabled,Je kan hints vinden onder Over > Hoe te spelen

msg.tips.finished_campaign,Campagne afgerond
msg.tips.free_man,Vrij mens
msg.tips.incompatible_save,Deze save werkt niet met deze versie van BRS

# {0} - date
msg.achieved_on,Gehaald op {0}
# {0:0.0}% will become 15.3%
msg.achieved_by,Gehaald door {0:0.0}%
msg.hidden_achievement,Geheime Prestatie

# New translations since v1.5.0
term.none,Geen
btn.extra,Extra
race.modifiers,Race modificaties
race.select_challenge,Selecteer Uitdaging
race.challenges,Uitdagingen
race.challenge_target,Uitdagingsdoel
race.challenge_target.players,Alleen spelers
race.challenge_target.everyone,Iedereen
mission.type.none,Geen
mission.type.assassinate,Vermoorden
mission.type.hit_obj,Raak objecten
mission.type.make_sure_car_x_comes_last,Voorkom dat iemand wint
mission.type.stay_on_track,Blijf op het circuit
mission.type.locked_camera,Vergrendelde camera
mission.type.take_dmg,Schade oplopen
mission.type.finish_xth,Eindig in positie
mission.type.be_a_ped,Wees een voetganger
mission.type.tiny_car,Kleine auto
mission.type.huge_car,Grote auto
mission.type.inverse_steering,Omgekeerde besturing
mission.type.full_throttle,Vol gas
mission.type.shield,Krachtveld
mission.type.distribute_spam,Verspreid spam
mission.type.weaponize,Gewapende auto
mission.type.your_car_stolen,Je auto is gestolen
 
main_menu.label.review_steam,recensie op Steam
main_menu.label.review_steam.tip,Uw beoordelingen helpen game-ontwikkelaars te overleven!
