######################################
# Bloody Rally Show translations file 
# Locale: Spanish
# Author: Google Translate
# Contact: help@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Piedra de refuerzo
tut.basic_driving.2,- Anticipe las esquinas temprano <br> - Comience a frenar antes de giros cerrados <br> - Utilice {Action.Brake} para frenar <br> - Lanzar {Action.Accelerate} también reducirá tu velocidad
tut.basic_driving.3,- Si ve que se sobrepasa, use el freno de mano <br> - Pulse {Action.Handbrake} para aplicar el freno de mano.

tut.camera.head,Controles de la cámara
tut.camera.1,- Hay múltiples modos de zoom y rotación de la cámara para elegir <br> - Haga clic en {Action.Zoom} para recorrer los modos de zoom de la cámara <br> - Con el zoom Lejano, verá su automóvil desde lo alto, pero las nubes pueden obstruir su visión
tut.camera.2,- El zoom cercano a la cámara le dará una vista de primer plano de su automóvil <br> - Puede ser un desafío conducir, ya que no verá gran parte del camino por delante <br> - Puedes usar el minimapa para anticipar esquinas
tut.camera.3,- Haga clic en {Action.Camera} para recorrer los modos de rotación de la cámara <br> - La cámara fija de carretera no girará en absoluto
tut.camera.4,- La cámara fija del automóvil mantendrá la misma rotación que su automóvil <br> - La cámara flotante se encuentra entre Fixed Car y Fixed Road <br> - Encuentra el que más te guste
tut.camera.5,- Puedes ir a "Configuración"> "Juego" para cambiar la configuración predeterminada de la cámara <br> - Cambie "Camera Shake" si desea reducir el movimiento de la pantalla

tut.camp.add_racer.head,Agregar o editar un corredor
tut.camp.add_racer.1,- Puedes elegir quién controlará este corredor, humano o IA <br> - Puedes tener hasta 4 personas jugando en pantalla dividida <br> - Puedes cambiar el avatar o configurar uno personalizado usando una imagen de tu computadora

tut.camp.advance.head,Campaña avanzada
tut.camp.advance.1,- Felicidades, has sobrevivido la primera semana. <br> - Cuando esté listo para continuar, haga clic en el botón AVANZAR <br> - Se generará una nueva semana

tut.camp.car_unlock.head,Coche nuevo disponible
tut.camp.car_unlock.1,- ¡Has desbloqueado un auto mejor que puedes pagar! <br> - Ve al GARAJE para encontrarlo
tut.camp.car_unlock.2,- Elija el mejor auto disponible que pueda comprar <br> - Haga clic en el botón COMPRAR para comprarlo <br><br> - Considere PINTAR su auto nuevo antes de comprar

tut.camp.first_car.head,Tu primer coche
tut.camp.first_car.1,- No tienes auto, pero tienes un poco de efectivo <br> - Haga clic en "COMPRAR UN COCHE" para visitar el garaje

tut.camp.first_race.head,Primera carrera
tut.camp.first_race.1,- ¡Es hora de tener tu primera carrera! <br> - Haga clic en la tarjeta de escenario para comenzar <br> - Si ve un aviso de generación, un grupo de monos altamente entrenados está trabajando para preparar sus pistas de carreras. Espere a que desaparezca ese aviso antes de intentar comenzar una carrera.

tut.camp.garage.head,Garaje
tut.camp.garage.1,- El único automóvil que puede pagar ahora es Lionard 125 <br> - Los autos nuevos se desbloquearán a medida que subas de nivel
tut.camp.garage.2,- Puedes volver a pintar tu auto gratis antes de comprarlo <br> - Después de comprar el auto, repintar cuesta en efectivo

tut.camp.racer_setup.head,Crea tu corredor
tut.camp.racer_setup.1,- Elige un avatar para tu piloto. Puede usar uno personalizado de una imagen en su computadora. <br> - Ingrese su nombre de corredor, o haga clic en ALEATORIZAR para generar uno <br> - Elija su tono de voz (afectará los sonidos del diálogo) <br> - Luego haga clic en REGISTRARSE

tut.camp.season_lineup.head,Alineación de temporada
tut.camp.season_lineup.1,- Aquí puedes personalizar la alineación de temporada y configurar una campaña multijugador en pantalla dividida <br> - Haz clic en el ícono EDITAR en los corredores para editar nombres, avatares, niveles de habilidad <br> - Haga clic en el icono X en un corredor para eliminar. El conteo de corredores es fijo, por lo que el corredor eliminado se reemplazará por uno nuevo.

tut.camp.stage_rewards.head,Stage Rewards
tut.camp.stage_rewards.1,- Después de la carrera obtendrás recompensas por tus acciones <br> - Los artículos de recompensa coloreados son más valiosos
tut.camp.stage_rewards.2,- Por defecto, solo se muestran las recompensas del jugador <br> - Haz clic en TODOS LOS CORREDORES para ver cómo todos los corredores fueron recompensados

tut.camp.car_upgrades.head,Mejoras de autos
tut.camp.car_upgrades.1,- Has desbloqueado una nueva actualización de coche <br> - Haga clic en el ícono de la pieza para abrir la vista de actualización <br> - Las partes actualizables tienen iconos de flechas hacia arriba que se ciernen sobre ellas
tut.camp.car_upgrades.2,- Haga clic en el botón de precio para comprar la actualización <br> - Se desbloquearán más actualizaciones a medida que subas de nivel

tut.car_damage.head,Daños del coche
tut.car_damage.1,- Parece que tu auto sufrió daños graves <br> - Vigila tu barra de salud en la parte superior derecha <br> - Puedes reparar el daño usando el encendido de la llave inglesa en carreras con armas o en Car Battle
tut.car_damage.2,- Los autos dañados pierden algo de velocidad máxima <br> - Los autos dañados tienen fugas de aceite resbaladizo

tut.car_reset.head,Restablecer su automóvil
tut.car_reset.1,- ¿Te metiste en una mala situación? ¡Te tenemos cubierto! <br> - Manteniendo {Action.Brake} hará que su auto vaya en reversa <br> - Presione {Action.ResetCar} para restablecer su automóvil de nuevo en la pista

tut.corner_cut.head,Penalizaciones de corte de esquinas
tut.corner_cut.1,- ¡Parece que acabas de cortar una esquina! <br> - Dependiendo del estado de ánimo del juez, puede ser perdonado o penalizado <br> - La penalización leve es una ralentización temporal <br> - Fuerte penalización es reiniciar el auto <br> - La cantidad de esquina permitida depende del modo de juego y la dificultad.

tut.custom_race_dash.head,Panel de carrera personalizado
tut.custom_race_dash.1,- Bienvenido al panel de Custom Race. Puede parecer abrumador al principio, así que aquí hay algo de ayuda <br> - Si quieres jugar con tus amigos, usa el botón AGREGAR JUGADOR <br> - También puedes agregar corredores de IA de esta manera
tut.custom_race_dash.2,- Para agregar rápidamente oponentes aleatorios de IA, usa los botones "+1" y "+10" <br> - ¡Puedes competir contra un montón de oponentes de IA a la vez! <br> - Para eliminar a todos los otros corredores, haga clic en "0"
tut.custom_race_dash.3,- A diferencia del modo Campaña, aquí puedes elegir las actualizaciones que quieras <br> - Haga clic en los íconos de las piezas para recorrer los niveles de actualización <br> - Puedes configurar actualizaciones individuales para cada corredor
tut.custom_race_dash.4,- Hay algunos modos de juego entre los que puedes elegir <br> - "Carrera" es una carrera regular contra otros autos <br> - "Time Attack" es para establecer los mejores tiempos de vuelta en las tablas de clasificación mundiales <br> - En "Car Battle" tienes un límite de tiempo y armas. No tienes que conducir por el buen camino.
tut.custom_race_dash.5,- Selecciona una pista en la que quieras competir <br> - También puedes generar una pista única <br> - Descargue más pistas de Steam Workshop o cree sus propias pistas en Track Editor
tut.custom_race_dash.6,- Después de configurar su carrera personalizada, haga clic en el botón rojo en la esquina inferior izquierda para comenzar la carrera

tut.time_attack.head,Carrera personalizada: Time Attack
tut.time_attack.1,- En el modo "Time Attack", las actualizaciones de automóviles están bloqueadas en el nivel 1
tut.time_attack.2,- Para ver las tablas de clasificación, haga clic en el botón "TABLAS DE LÍDERES" en la barra superior <br> - Los corredores de IA no están disponibles en el modo "Time Attack" <br> - Sin embargo, puedes tener sesiones de pantalla dividida con jugadores humanos

tut.drift.head,A la deriva
tut.drift.1,- Acaba de realizar una deriva limpia <br> - La deriva es el arte de ir de lado <br> - La deriva controlada se recompensa con Nitro boost y Cash en campañas <br> - La deriva no cuenta si te desvías
tut.drift.2,- Diferentes autos tienen diferentes propiedades de deriva <br> - Diferentes tipos de superficie y condiciones climáticas tienen diferentes propiedades de deriva <br> - La sintonización del automóvil afecta la deriva

tut.paint.head,Pintar coches
tut.paint.1,- Cambie el color base del automóvil usando COLOR PRINCIPAL <br> - Tener hasta dos capas de pintura <br> - Haga clic en la imagen PAINT LAYER para elegir un patrón diferente <br> - Puedes usar imágenes de capa de pintura personalizadas

tut.nitro.head,Nitro Boost
tut.nitro.1,- La barra roja Nitro muestra tu nivel de Nitro <br> - Mantenga presionada {Action.Nitro} para quemar Nitro e ir más rápido <br> - Cuanto más se quema, más eficiente se vuelve
tut.nitro.2,- La barra Nitro se rellena cuando golpeas a peatones, porta orinales o muñecos de nieve <br> - La barra Nitro también se rellena cuando vas a la deriva <br> - Recibirá algo de efectivo por Nitro no quemado

tut.oil.head,Derrames de Aceites
tut.oil.1,- Acabas de conducir sobre un derrame de petróleo <br> - El aceite hace que tus neumáticos sean extremadamente resbaladizos <br> - No te preocupes, tus llantas se limpiarán pronto

tut.ped.head,Modo peatonal
tut.ped.1,- Has tenido la mala suerte de entrar en una carrera como peatón <br> - Usa {Action.Walk} para caminar <br> - Gire con {Action.Turn}
tut.ped.2,- Cuando esté cerca de automóviles, use {Action.Take Photo} para tomar fotos <br> - Las fotos son recompensadas con efectivo <br> - La recompensa depende del número de autos en el tiro y su distancia a ti
tut.ped.3,- Tenga cuidado, o puede ser atropellado por un automóvil <br> - Los costos médicos son altos, por lo que si no tiene suficiente efectivo, se acabó el juego

tut.nitro_refill.head,Encendido: recarga Nitro
tut.nitro_refill.1,- ¡Acabas de recibir una recarga de Nitro! <br> - Es un powerup que recarga rápidamente tu Nitro Bar mientras conduces <br> - Cuando obtienes este encendido, es aconsejable mantener {Action.Nitro} para quemar el Nitro mientras se vuelve a llenar

tut.wrench.head,Encendido: llave
tut.wrench.1,- ¡Acabas de recibir una llave inglesa! <br> - Wrench es un powerup que repara tu auto mientras conduces <br> - Hay tres tipos diferentes de llaves que puedes obtener
tut.wrench.2,- La llave de cobre repara poca cantidad de daño <br> - Llave de plata repara una cantidad media de daño <br> - Golden Wrench repara gran cantidad de daño

tut.race_end.head,Poner fin a la carrera
tut.race_end.1,- Buen trabajo, ¡parece que no fuiste el último! <br> - Otros corredores ahora tienen 30 segundos para llegar a la línea de meta. <br> - Haz clic en "Acelerar" varias veces para aumentar la velocidad de carrera hasta 5 veces
tut.race_end.2,- Después de que hayan pasado 30 segundos, el botón FINALIZAR CARRERA se desbloqueará <br> - Depende de ti si quieres salir de la carrera antes de que todos los otros corredores hayan terminado

tut.car_battle.head,Batalla de coches
tut.car_battle.1,- Bienvenido a la batalla de autos <br> - Tu objetivo es fragmentar a tus oponentes <br> - Ram otros coches para hacer daño <br> - Usa armas para infligir aún más daño
tut.car_battle.2,- Recoge armas y poderes especiales en estas zonas de armas <br> - Puedes verlos en tu minimapa
tut.car_battle.3,- Después de recoger el artículo, la zona se bloquea y muestra un temporizador <br> - Cuando finaliza la cuenta regresiva, la zona se abre con un nuevo elemento
tut.car_battle.4,- Car Battle finaliza cuando se acaba el tiempo <br> - El ganador es el que fragmenta la mayoría de los autos e inflige más daño.

tut.regular_race.head,Carrera regular
tut.regular_race.1,- En la carrera regular, tu objetivo es vencer a otros corredores hasta la línea de meta <br> - Mantenga presionada {Action.Nitro} para quemar nitro si necesita un impulso <br> - Golpea a los peatones o a la deriva para rellenar tu barra Nitro <br> - ¡No cortes esquinas o te penalizarán!

tut.time_attack2.head,Tiempo de ataque
tut.time_attack2.1,- En el modo de carrera Time Attack, intentarás establecer el mejor tiempo de vuelta <br> - Si otros jugadores tienen entradas en la tabla de clasificación para esta pista, podrás competir contra sus fantasmas <br> - Tu propio fantasma se grabará y se cargará junto con tu puntaje de clasificación

tut.race_weap.head,Carrera con armas
tut.race_weap.1,- Estás a punto de tener una carrera con armas y poderes especiales. <br> - ¡Estas carreras pueden volverse realmente locas! <br> - Cuando comienzas una nueva campaña, puedes optar por desactivar las razas con armas
tut.race_weap.2,- Cuando obtienes un arma o un powerup, una barra de armas se hará visible <br> - Cuando recibes un arma que no has visto antes, puede aparecer un aviso de sugerencia
tut.race_weap.3,- Hay varios puntos de control de armas colocados a lo largo de la pista <br> - Estos puntos de control cambian de color con el tiempo <br> - El punto de control rojo te da un arma
tut.race_weap.4,- El punto de control verde te da un Powerup <br> - Si manejas sobre una zona de armas mientras sostienes un Arma o Powerup, no pasará nada <br> - Pulse {Action.DropWeapon} para soltar su Arma o Powerup actual

tut.ramps.head,Rampas Y Saltos
tut.ramps.1,- ¡Acabas de lanzar tu auto en el aire! <br> - La rampa de madera sin potencia te hace saltar
tut.ramps.2,- ¡La rampa accionada te hace saltar y te da un impulso! <br> - Las rampas no garantizan un aterrizaje limpio <br> - Puedes empujar las rampas y rotarlas para hacer trampas para tus oponentes <br> - ¡Los saltos se registran en las tablas de clasificación, pero solo en el modo Campaña!

tut.track_ed.obj_place.head,Editor de pistas: colocación de objetos
tut.track_ed.obj_place.1,- Haga clic en {Action.PlaceObject} una vez para colocar el objeto <br> - Mantenga presionada {Action.PlaceObject} y arrastre para colocar una fila de objetos <br> - Use {Action.RotateObject} para rotar el objeto antes de colocarlo

tut.m2.head,Arma: M2
tut.m2.1,- ¡Acabas de recibir M2! <br> - M2 es un arma poderosa basada en proyectiles <br> - Mantenga {Action.Fire} para disparar a sus oponentes <br> - Si no te gusta un arma, siempre puedes soltarla con {Action.DropWeapon}

tut.mad_fax.head,Arma: Fax loco
tut.mad_fax.1,- Acabas de recibir Mad Fax <br> - Presione {Action.Fire} para imprimir un montón de spam en la cara de su oponente <br> - Los volantes se pegarán a sus parabrisas, obstruyendo su visión <br> - Los autos con más volantes en el parabrisas se vuelven cada vez más difíciles de manejar <br> - Si no te gusta un arma, siempre puedes soltarla con {Action.DropWeapon}

tut.nailgun.head,Arma: pistola de clavos
tut.nailgun.1,- ¡Acabas de recibir una pistola de clavos! <br> - Nailgun es un arma de proyectil de potencia media con una buena patada <br> - Presiona {Action.Fire} para disparar a los oponentes frente a ti <br> - Si no te gusta un arma, siempre puedes soltarla con {Action.DropWeapon}

tut.ped_cannon.head,Arma: cañón peatonal
tut.ped_cannon.1,- ¡Acabas de recibir un cañón peatonal! <br> - Está precargado con un peatón en explosión <br> - Pulse {Action.Fire} para lanzar el peatón a sus oponentes.
tut.ped_cannon.2,- Conduce sobre un peatón (vivo o muerto) para recargar el cañón <br> - O espere 10 segundos hasta que una bala de peatones sea clonada y el cañón se recargue <br> - Si no te gusta un arma, siempre puedes soltarla con {Action.DropWeapon}

tut.railgun.head,Arma: Railgun
tut.railgun.1,- ¡Acabas de recibir un Railgun! <br> - Railgun es un arma de proyectil lenta pero poderosa <br> - Presiona {Action.Fire} para disparar a los oponentes frente a ti <br> - Si no te gusta un arma, siempre puedes soltarla con {Action.DropWeapon}

tut.saw.head,Arma: sierra
tut.saw.1,- ¡Acabas de recibir una sierra! <br> - Es un arma de contacto cercano, trata de tocar a tus oponentes con ella. <br> - La sierra puede ir en cualquier extremo de tu auto <br> - Cuidado, el peso adicional afecta el manejo <br> - Si no te gusta un arma, siempre puedes soltarla con {Action.DropWeapon}

tut.shield.head,Arma: campo de fuerza
tut.shield.1,- ¡Acabas de recibir un campo de fuerza! <br> - Empuja todo a tu alrededor <br> - Desviará las balas <br> - Si no te gusta un arma, siempre puedes soltarla con {Action.DropWeapon}

tut.spikes.head,Arma: seto de referencia
tut.spikes.1,- ¡Acabas de recibir un Homing Hedge! <br> - Es un erizo robótico que se puede lanzar para causar caos. <br> - Pulse {Action.Fire} para liberar el Homing Hedge
tut.spikes.2,- Cuando se libera, Homing Hedge elegirá a tu oponente más cercano como objetivo <br> - Perseguirá y embestirá al objetivo hasta que se quede sin energía. <br> - Homing Hedge provocará una explosión después de tocar un obstáculo o un automóvil

tut.wreck_ball.head,Arma: Bola de demolición
tut.wreck_ball.1,- ¡Acabas de recibir una bola de demolición! <br> - Digamos que no es la mejor arma que puedes conseguir <br> - Demuestra ser bastante útil en Car Battle, pero no tanto en una carrera regular
tut.wreck_ball.2,- Tener una bola de demolición conectada a su automóvil afecta drásticamente el manejo <br> - Si no te gusta un arma, siempre puedes soltarla con {Action.DropWeapon}

msg.director_warning.1,El director Nicolas Merryland también participa ...
msg.director_warning.2,¡Hay un psicópata en la pista, y él no está corriendo!
msg.director_warning.3,¡Cuidado con el director, tiene un arma!
msg.director_warning.4,¡Oh, el director está en su auto otra vez!
msg.director_warning.5,¡El propio director Nicolas está presente en esta carrera!

msg.chopper_warning.1,Brace Stone está de mal humor. ¡Cuidado con el helicóptero!
msg.chopper_warning.2,La gente mira al helicóptero con miedo en sus ojos ...
msg.chopper_warning.3,Evita el helicóptero, ¡parece tener un arma!
msg.chopper_warning.4,Brace Stone está aburrida hoy. ¡Cuidado con el helicóptero!
msg.chopper_warning.5,¡Es totalmente injusto, pero Brace Stone está volando con un arma!
msg.chopper_warning.6,¡Cuidado, Brace Stone está furioso en su helicóptero!
msg.chopper_warning.7,¡Brace Stone parece ser un gatillo feliz hoy!
msg.chopper_warning.8,¡Cuidado con el furioso psicópata en el cielo!

msg.tip.ped.ff,CONSEJO: Mantenga {Action.FastForward} para adelantar el tiempo
msg.tip.ped.photo,SUGERENCIA: pulse {Action.Take Photo} para tomar una foto
msg.tips.disabled,Puedes encontrar consejos en ACERCA DE> CÓMO JUGAR

msg.tips.finished_campaign,Campaña terminada
msg.tips.free_man,Hombre libre
msg.tips.incompatible_save,Versión de campaña incompatible

# {0} - date
msg.achieved_on,Logrado el {0}
# {0:0.0}% will become 15.3%
msg.achieved_by,Logrado por {0:0.0}%
msg.hidden_achievement,Logro oculto

# New translations since v1.5.0
term.none,Ninguna
btn.extra,Extra
race.modifiers,Modificadores de carrera
race.select_challenge,Seleccionar desafío
race.challenges,Desafíos
race.challenge_target,Objetivo de desafío
race.challenge_target.players,Solo jugadores
race.challenge_target.everyone,Todos
mission.type.none,Ninguna
mission.type.assassinate,Asesinar
mission.type.hit_obj,Golpear objetos
mission.type.make_sure_car_x_comes_last,Evitar que alguien gane
mission.type.stay_on_track,Quedarse en el camino
mission.type.locked_camera,Cámara bloqueada
mission.type.take_dmg,Tomar daño
mission.type.finish_xth,Acabado en rango de posición
mission.type.be_a_ped,Ser un peatón
mission.type.tiny_car,Coche pequeño
mission.type.huge_car,Coche enorme
mission.type.inverse_steering,Dirección inversa
mission.type.full_throttle,Todo gas
mission.type.shield,Campo de fuerza
mission.type.distribute_spam,Distribuir spam
mission.type.weaponize,Coche armado
mission.type.your_car_stolen,Su coche fue robado

main_menu.label.review_steam,crítica en Steam
main_menu.label.review_steam.tip,¡Tus comentarios ayudan a los desarrolladores de juegos a sobrevivir!
